Date,Time,CO2 (Indoor),CO2 (Outdoor),Air Temp. (Indoor),Air Temp. (Outdoor),RH% (Indoor),RH% (Outdoor)
15-02-2023,00:00:00,901,392,26.8,20.4,52.2,55.1
15-02-2023,00:15:00,1069,395,26.8,20.3,54,55.8
15-02-2023,00:30:00,1218,397,26.8,20.2,55.1,55.8
15-02-2023,00:45:00,1320,392,26.8,20.1,55.7,55.2
15-02-2023,01:00:00,1408,395,26.8,20.1,56.2,55.6
15-02-2023,01:15:00,1478,396,26.8,20,56.6,55.9
15-02-2023,01:30:00,1583,394,26.8,19.8,57.4,55
15-02-2023,01:45:00,1628,396,26.7,19.8,58,54.9
15-02-2023,02:00:00,1703,398,26.7,19.6,58.6,55.4
15-02-2023,02:15:00,1764,398,26.7,19.6,58.9,55.8
15-02-2023,02:30:00,1728,400,26.7,19.5,58.8,55.7
15-02-2023,02:45:00,1712,400,26.6,19.5,58.4,56
15-02-2023,03:00:00,1636,399,26.6,19.5,57.9,55.8
15-02-2023,03:15:00,1586,400,26.6,19.4,57.5,56.2
15-02-2023,03:30:00,1552,401,26.5,19.2,57.3,56.3
15-02-2023,03:45:00,1513,401,26.4,19.1,56.9,55.8
15-02-2023,04:00:00,1513,403,26.4,18.8,57,56.5
15-02-2023,04:15:00,1480,406,26.4,18.6,56.8,57.3
15-02-2023,04:30:00,1473,410,26.3,18.4,56.6,57.9
15-02-2023,04:45:00,1454,411,26.3,18.4,56.6,57
15-02-2023,05:00:00,1441,423,26.2,18.3,56.1,56.4
15-02-2023,05:15:00,1420,423,26.1,18.2,56.3,56.4
15-02-2023,05:30:00,1411,414,26.1,18.2,56.1,55.8
15-02-2023,05:45:00,1434,419,26.1,18.1,56.3,56.2
15-02-2023,06:00:00,1415,430,26,18.1,56,56.6
15-02-2023,06:15:00,1455,427,25.9,18,56.3,56.8
15-02-2023,06:30:00,1430,424,25.9,17.8,56.3,57.1
15-02-2023,06:45:00,1411,420,25.8,17.6,56.2,57.5
15-02-2023,07:00:00,1426,424,25.8,17.6,56.1,57.5
15-02-2023,07:15:00,1402,429,25.8,17.6,56,57.8
15-02-2023,07:30:00,1390,431,25.7,18.1,56.1,57.6
15-02-2023,07:45:00,1371,429,25.7,18.5,56.1,57
15-02-2023,08:00:00,1307,414,25.6,19.1,56,55.9
15-02-2023,08:15:00,1512,375,25.6,19.6,57.1,53.1
15-02-2023,08:30:00,1510,367,25.5,19.9,57.3,49.6
15-02-2023,08:45:00,1563,368,25.5,20.3,57.4,48.3
15-02-2023,09:00:00,1575,370,25.5,20.6,57.6,47.5
15-02-2023,09:15:00,678,372,25.2,21,50.6,46.9
15-02-2023,09:30:00,550,369,25.1,21.4,47.9,46
15-02-2023,09:45:00,515,379,25.1,21.8,47.5,44.3
15-02-2023,10:00:00,596,376,25.1,22.2,46.5,44.5
15-02-2023,10:15:00,545,389,25.1,22.6,47.2,44.4
15-02-2023,10:30:00,599,386,25.1,23,47.6,43.7
15-02-2023,10:45:00,604,380,25,23.4,49.2,42.7
15-02-2023,11:00:00,585,380,25.1,23.8,48.9,37.4
15-02-2023,11:15:00,672,369,25.1,24.3,51.5,33.5
15-02-2023,11:30:00,728,368,25.1,24.7,51.9,27
15-02-2023,11:45:00,790,370,25.1,24.8,52.8,27.5
15-02-2023,12:00:00,842,374,25.2,25.1,53.2,26.5
15-02-2023,12:15:00,874,370,25.4,25.4,53.3,27.9
15-02-2023,12:30:00,935,373,25.5,25.5,53.5,28.9
15-02-2023,12:45:00,804,371,25.5,25.7,47.9,29.9
15-02-2023,13:00:00,915,370,25.6,25.8,51.1,29.7
15-02-2023,13:15:00,995,371,25.6,26,51.9,29.3
15-02-2023,13:30:00,994,370,25.7,26.1,52.4,29.7
15-02-2023,13:45:00,1079,375,25.7,26.1,54,28.7
15-02-2023,14:00:00,1119,372,25.8,26.3,54.6,29.9
15-02-2023,14:15:00,1125,371,25.8,26.4,54.7,29.1
15-02-2023,14:30:00,1156,371,25.9,26.5,54.8,28.6
15-02-2023,14:45:00,1187,370,25.9,26.4,54.8,28.4
15-02-2023,15:00:00,1198,372,26,26.5,55.1,29.3
15-02-2023,15:15:00,1264,368,26.1,26.4,55.4,29.2
15-02-2023,15:30:00,1282,370,26.2,26.4,55.3,29.4
15-02-2023,16:00:00,1260,370,26.3,26.3,54.8,30.1
15-02-2023,16:15:00,1288,369,26.4,26.1,55.2,34.2
15-02-2023,16:30:00,1337,373,26.4,25.8,55.2,35.9
15-02-2023,16:45:00,1356,371,26.4,25.6,55.9,36.8
15-02-2023,17:00:00,1404,368,26.4,25.4,56.5,37.6
15-02-2023,17:15:00,1460,379,26.5,25.1,56.9,39.2
15-02-2023,17:30:00,1201,391,26.5,24.8,55.7,40.5
15-02-2023,17:45:00,1146,371,26.5,24.6,55.8,42.2
15-02-2023,18:00:00,1100,372,26.4,24.4,57,42.6
15-02-2023,18:15:00,953,368,26.4,24.1,55.9,44.4
15-02-2023,18:30:00,1060,372,26.5,23.8,58,45.6
15-02-2023,18:45:00,1147,369,26.6,23.6,58.8,46.3
15-02-2023,19:00:00,1101,376,26.5,23.4,57.8,46.7
15-02-2023,19:15:00,1170,375,26.6,23.3,58.9,48.1
15-02-2023,19:30:00,1069,375,26.5,23.1,57.2,49.1
15-02-2023,19:45:00,712,378,26.4,22.9,53.7,50.1
15-02-2023,20:00:00,650,375,26.4,22.8,52.2,48.1
15-02-2023,20:15:00,611,374,26.4,22.7,51.1,48.4
15-02-2023,20:30:00,507,376,26.2,22.6,49.8,48.2
15-02-2023,20:45:00,483,379,26.2,22.5,49.3,48.5
15-02-2023,21:00:00,471,384,26.1,22.3,47.5,49.7
15-02-2023,21:15:00,466,384,26,22.1,46.5,50.5
15-02-2023,21:30:00,580,383,26.1,21.9,47.9,51.7
15-02-2023,21:45:00,724,385,26.3,21.8,50.2,52.2
15-02-2023,22:00:00,827,393,26.4,21.6,51.7,53
15-02-2023,22:15:00,985,396,26.4,21.7,53.2,53.9
15-02-2023,22:30:00,977,391,26.3,21.6,54.7,56.2
15-02-2023,22:45:00,1012,386,26.2,21.6,55.6,57.9
15-02-2023,23:00:00,1045,385,26.3,21.3,56.1,60.3
15-02-2023,23:15:00,1052,381,26.2,21.3,56.6,62.7
15-02-2023,23:30:00,1059,382,26.2,21.1,57.1,63.6
15-02-2023,23:45:00,1041,384,26.1,21,57.4,64.3
16-02-2023,00:00:00,1029,386,26.1,20.9,57.7,65.8
16-02-2023,00:15:00,1023,397,26.1,20.7,57.9,66.4
16-02-2023,00:30:00,1017,401,26.1,20.6,58.2,66.9
16-02-2023,00:45:00,1031,406,26.1,20.6,58.2,66.9
16-02-2023,01:00:00,1031,410,26,20.6,58.4,66.2
16-02-2023,01:15:00,1042,413,26,20.6,58.5,65.9
16-02-2023,01:30:00,1045,411,26,20.5,58.5,65.2
16-02-2023,01:45:00,1043,409,26,20.4,58.6,65
16-02-2023,02:00:00,1025,406,25.9,20.4,58.7,64.8
16-02-2023,02:15:00,998,407,25.9,20.3,58.6,65
16-02-2023,02:30:00,993,404,25.8,20.3,58.8,65.1
16-02-2023,02:45:00,915,410,25.7,20,58.2,66.3
16-02-2023,03:00:00,804,406,25.5,19.8,57.6,66.8
16-02-2023,03:15:00,788,407,25.5,19.8,57.5,66.7
16-02-2023,03:30:00,792,410,25.5,19.8,57.5,67.4
16-02-2023,03:45:00,773,405,25.4,19.8,57,65.5
16-02-2023,04:00:00,768,403,25.4,19.8,56.7,65.5
16-02-2023,04:15:00,729,412,25.3,19.7,57.2,66.6
16-02-2023,04:30:00,716,416,25.2,19.5,57.1,67.6
16-02-2023,04:45:00,755,422,25.2,19.4,57.2,68.5
16-02-2023,05:00:00,766,422,25.1,19.3,57.3,69
16-02-2023,05:15:00,755,430,25.1,19.3,57.3,68.9
16-02-2023,05:30:00,775,430,25.1,19.3,57.4,68.4
16-02-2023,05:45:00,809,426,25.1,19.3,57.7,68.3
16-02-2023,06:00:00,815,424,25,19.2,58,68.4
16-02-2023,06:15:00,816,425,25,19.1,58.1,68.8
16-02-2023,06:30:00,834,412,25,19.2,58.3,67.3
16-02-2023,06:45:00,843,417,25,19.1,58.5,67.2
16-02-2023,07:00:00,859,415,25,19,58.6,67.5
16-02-2023,07:15:00,881,411,25,19.1,58.8,68
16-02-2023,07:30:00,893,412,25,19.4,59.1,68.6
16-02-2023,07:45:00,906,413,25,19.6,59.4,71.8
16-02-2023,08:00:00,900,392,24.9,19.8,60.1,74.5
16-02-2023,08:15:00,872,388,24.9,19.7,60.9,78.3
16-02-2023,08:30:00,761,391,24.9,19.8,61.5,72.7
16-02-2023,08:45:00,659,389,24.9,19.9,61.4,75.9
16-02-2023,09:00:00,590,386,24.8,20,63.9,78.4
16-02-2023,09:15:00,529,383,24.7,20.1,63.9,79.9
16-02-2023,09:30:00,516,383,24.6,20.6,64,78.4
16-02-2023,09:45:00,510,387,24.6,21,65.1,77.7
16-02-2023,10:00:00,522,380,24.7,21.5,65.5,76.7
16-02-2023,10:15:00,523,385,24.9,22.2,65.9,77.1
16-02-2023,10:30:00,502,375,25,22.7,66.2,74.8
16-02-2023,10:45:00,537,373,25.1,23.1,66,72.3
16-02-2023,11:00:00,514,376,25.1,23.5,64.9,67.6
16-02-2023,11:15:00,514,375,25.2,23.9,62.7,64.1
16-02-2023,11:30:00,476,372,25.3,24.2,62,57.6
16-02-2023,11:45:00,533,373,25.3,24.6,60.4,58.1
16-02-2023,12:00:00,625,375,25.3,24.8,60.2,53.2
16-02-2023,12:15:00,656,377,25.4,25,60.7,56.1
16-02-2023,12:30:00,704,373,25.5,25.2,59.7,51.8
16-02-2023,12:45:00,758,374,25.5,25.6,60,53.8
16-02-2023,13:00:00,675,376,25.6,25.7,58.3,51.3
16-02-2023,13:15:00,601,373,25.7,25.9,56.3,50.2
16-02-2023,13:30:00,552,373,25.8,26,55.5,53.2
16-02-2023,13:45:00,536,374,25.8,26,56.7,51.3
16-02-2023,14:00:00,527,374,25.9,26.2,56.2,52.4
16-02-2023,14:15:00,588,373,26,26.3,57.4,51.8
16-02-2023,14:30:00,553,373,26.1,26.4,56.7,51.3
16-02-2023,14:45:00,638,371,26.1,26.4,56.5,51.1
16-02-2023,15:00:00,625,366,26,26.4,57.3,53.8
16-02-2023,15:15:00,590,369,26,26.4,57.6,54.3
16-02-2023,15:30:00,679,369,26.1,26.2,58.4,54
16-02-2023,15:45:00,713,370,26.1,26.1,58.9,54.7
16-02-2023,16:00:00,749,370,26.1,26,59.6,54.9
16-02-2023,16:15:00,747,371,26.1,25.9,59.8,55.7
16-02-2023,16:30:00,791,372,26.1,25.8,60.4,56.7
16-02-2023,16:45:00,802,368,26.2,25.7,60.6,57.7
16-02-2023,17:00:00,840,373,26.2,25.5,61,58.1
16-02-2023,17:15:00,824,371,26.2,25.3,61.4,59.5
16-02-2023,17:30:00,849,367,26.3,25.2,61.9,60.1
16-02-2023,17:45:00,734,371,26.3,25,61.7,60.9
16-02-2023,18:00:00,728,380,26.3,24.8,61.9,62.1
16-02-2023,18:15:00,705,378,26.4,24.6,61.8,62.8
16-02-2023,18:30:00,663,387,26.4,24.4,61.6,63.7
16-02-2023,18:45:00,730,388,26.4,24.3,61.6,64
16-02-2023,19:00:00,813,384,26.5,24.2,62.1,63.9
16-02-2023,19:15:00,821,398,26.5,24.1,62.3,63.1
16-02-2023,19:30:00,816,391,26.5,24.1,62.3,63.4
16-02-2023,19:45:00,1008,388,26.5,24.1,62.9,62
16-02-2023,20:00:00,965,389,26.5,24,62.7,62.3
16-02-2023,20:15:00,970,388,26.5,23.9,62.8,62.3
16-02-2023,20:30:00,977,387,26.6,23.7,62.8,62.5
16-02-2023,20:45:00,922,387,26.6,23.7,62.8,63.3
16-02-2023,21:00:00,947,384,26.6,23.5,62.9,63.5
16-02-2023,21:15:00,1034,392,26.6,23.4,63,64.6
16-02-2023,21:30:00,890,395,26.6,23.2,62.2,65.4
16-02-2023,21:45:00,755,391,26.5,23,61.8,64.6
16-02-2023,22:00:00,884,397,26.6,23,63.3,63.8
16-02-2023,22:15:00,883,402,26.6,22.9,62.8,65
16-02-2023,22:30:00,860,401,26.6,22.8,62.3,64.8
16-02-2023,22:45:00,898,400,26.6,22.7,62.5,65.3
16-02-2023,23:00:00,894,396,26.3,22.7,63.3,65.8
16-02-2023,23:15:00,950,398,26.3,22.6,63.6,66.7
16-02-2023,23:30:00,982,398,26.3,22.6,63.8,68.5
16-02-2023,23:45:00,1013,396,26.3,22.5,63.8,69.8
17-02-2023,00:00:00,1002,406,26.2,22.5,63.9,70.4
17-02-2023,00:15:00,996,402,26.2,22.4,64.1,72.1
17-02-2023,00:30:00,1017,406,26.2,22.4,64.4,74.1
17-02-2023,00:45:00,1012,412,26.1,22.3,64.7,74.1
17-02-2023,01:00:00,1019,409,26.1,22.2,65.1,74.6
17-02-2023,01:15:00,1019,410,26.1,22.2,65.2,74.1
17-02-2023,01:30:00,1009,414,26.1,22.2,65.3,74.2
17-02-2023,01:45:00,1016,412,26.1,22.1,65.4,74.1
17-02-2023,02:00:00,1012,425,26.1,22.1,65.6,72.9
17-02-2023,02:15:00,1002,417,26.1,22,65.5,72.7
17-02-2023,02:30:00,1012,422,26,21.9,65.7,72.6
17-02-2023,02:45:00,1022,416,26,21.8,65.8,72.6
17-02-2023,03:00:00,1036,411,26,21.7,65.9,73.1
17-02-2023,03:15:00,1040,416,25.9,21.5,66,73.7
17-02-2023,03:30:00,1053,428,25.9,21.5,66.1,72.8
17-02-2023,03:45:00,1058,433,25.9,21.3,65.9,71.7
17-02-2023,04:00:00,1056,424,25.9,21.2,65.7,71.1
17-02-2023,04:15:00,1048,415,25.8,21.1,65.6,70.3
17-02-2023,04:30:00,1037,412,25.8,21,65.6,70.7
17-02-2023,04:45:00,1040,412,25.8,20.9,65.8,71.3
17-02-2023,05:00:00,1040,420,25.8,20.9,65.7,71.9
17-02-2023,05:15:00,1034,415,25.7,20.8,65.7,72.4
17-02-2023,05:30:00,1030,416,25.7,20.8,65.7,72.7
17-02-2023,05:45:00,1026,421,25.7,20.7,65.8,73.5
17-02-2023,06:00:00,1023,421,25.6,20.7,65.8,73.9
17-02-2023,06:15:00,1037,429,25.6,20.6,65.9,73.1
17-02-2023,06:30:00,1042,428,25.6,20.5,65.8,72
17-02-2023,06:45:00,1059,426,25.5,20.4,65.8,71.4
17-02-2023,07:00:00,1053,428,25.6,20.4,65.7,71.2
17-02-2023,07:15:00,1014,426,25.6,20.4,65.5,71.3
17-02-2023,07:30:00,998,429,25.7,20.6,64.8,70.8
17-02-2023,07:45:00,975,423,25.7,20.9,64.1,70.4
17-02-2023,08:00:00,953,420,25.7,21,64,70.9
17-02-2023,08:15:00,964,420,25.7,21.3,64.2,71.8
17-02-2023,08:30:00,946,415,25.7,21.5,64.3,72.8
17-02-2023,08:45:00,884,412,25.7,21.9,64.4,73.7
17-02-2023,09:00:00,964,413,25.7,22.1,65.1,74.3
17-02-2023,09:15:00,801,396,25.6,22.3,68.2,75.9
17-02-2023,09:30:00,779,395,25.6,22.5,67.8,75.4
17-02-2023,09:45:00,808,393,25.6,22.7,67.9,76.4
17-02-2023,10:00:00,789,392,25.7,23,68.3,75.8
17-02-2023,10:15:00,746,387,25.6,23.1,68.5,76.6
17-02-2023,10:30:00,757,388,25.6,23.2,68.8,76.4
17-02-2023,10:45:00,688,393,25.7,23.2,69.5,76.9
17-02-2023,11:00:00,747,389,25.7,23.4,69.9,77.7
17-02-2023,11:15:00,575,384,25.7,23.5,70.4,77.8
17-02-2023,11:30:00,497,383,25.6,23.7,70.9,78.1
17-02-2023,11:45:00,530,387,25.6,23.8,70.9,78.6
17-02-2023,12:00:00,614,391,25.7,23.9,70.5,78.2
17-02-2023,12:15:00,648,380,25.7,24,70.9,77.3
17-02-2023,12:30:00,705,376,25.7,24.1,70.7,76.1
17-02-2023,12:45:00,771,373,25.6,24.1,70.5,75.9
17-02-2023,13:00:00,828,375,25.6,24.1,70.6,75.8
17-02-2023,13:15:00,895,380,25.7,24.1,70.5,76.4
17-02-2023,13:30:00,944,378,25.6,24,70.5,76.5
17-02-2023,13:45:00,1024,376,25.7,24.1,70.4,77.3
17-02-2023,14:00:00,1140,376,25.7,24.1,70.2,75.7
17-02-2023,14:15:00,1268,377,25.7,24.2,70,76.2
17-02-2023,14:30:00,1205,373,25.8,24.3,70.5,75.8
17-02-2023,14:45:00,881,374,25.9,24.5,70.8,74.3
17-02-2023,15:00:00,876,372,25.9,24.7,70.4,73.4
17-02-2023,15:15:00,913,374,25.9,24.8,70.2,73.3
17-02-2023,15:30:00,974,371,25.9,24.9,70.4,72.8
17-02-2023,15:45:00,1133,376,26,24.9,70.4,72.6
17-02-2023,16:00:00,1282,375,26,24.9,70.3,72.3
17-02-2023,16:15:00,1349,374,26,24.9,70.3,72.8
17-02-2023,16:30:00,1484,374,26,24.8,70.7,72.8
17-02-2023,16:45:00,1579,372,26,24.8,70.5,72.5
17-02-2023,17:00:00,1150,376,26,24.7,70.2,72.4
17-02-2023,17:15:00,1175,374,26,24.5,70.4,72.7
17-02-2023,17:30:00,1204,383,26,24.4,70.2,73.2
17-02-2023,17:45:00,1135,378,26,24.2,70.2,74.7
17-02-2023,18:00:00,1358,377,26,24,70.4,76.3
17-02-2023,18:15:00,1226,386,26,23.8,70.7,77.1
17-02-2023,18:30:00,1212,384,26,23.7,70.7,77.9
17-02-2023,18:45:00,1238,392,26,23.5,70.7,78.8
17-02-2023,19:00:00,1261,398,26,23.4,70.5,79.3
17-02-2023,19:15:00,1223,402,26,23.3,71.2,79.4
17-02-2023,19:30:00,963,402,25.9,23.2,71.5,80.2
17-02-2023,19:45:00,961,405,25.9,23.1,70.8,80.4
17-02-2023,20:00:00,967,399,25.9,23,70.8,81.2
17-02-2023,20:15:00,1081,389,26,23,71.3,81.9
17-02-2023,20:30:00,1065,392,25.9,23,71.5,82.1
17-02-2023,20:45:00,1045,396,25.9,22.9,71.5,82.4
17-02-2023,21:00:00,774,393,25.9,22.8,71.8,83.1
17-02-2023,21:15:00,627,390,25.8,22.7,72,83.5
17-02-2023,21:30:00,550,396,25.8,22.7,72,83.6
17-02-2023,21:45:00,694,395,25.9,22.6,72,84
17-02-2023,22:00:00,840,395,26,22.5,72.1,84.3
17-02-2023,22:15:00,890,401,26,22.4,72.6,84.3
17-02-2023,22:30:00,956,405,26,22.4,72.2,84.8
17-02-2023,22:45:00,1033,407,26.1,22.3,72,84.8
17-02-2023,23:00:00,1244,407,26.2,22.2,72.1,84.9
17-02-2023,23:15:00,1472,407,26,22.2,72.8,85.3
17-02-2023,23:30:00,1561,404,25.9,22.2,73.6,85.4
17-02-2023,23:45:00,1681,402,25.8,22.2,73.8,85.8
18-02-2023,00:00:00,1801,399,25.8,22.2,73.9,86
18-02-2023,00:15:00,1782,394,25.8,22.2,74,86.6
18-02-2023,00:30:00,1961,396,25.8,22.1,74.1,86.5
18-02-2023,00:45:00,2041,393,25.7,22.1,74.2,86.9
18-02-2023,01:00:00,2108,396,25.7,22.1,74.3,86.9
18-02-2023,01:15:00,2204,399,25.7,22.1,74.5,87.1
18-02-2023,01:30:00,2299,397,25.7,22.1,74.5,86.7
18-02-2023,01:45:00,2368,398,25.7,21.9,74.6,86.9
18-02-2023,02:00:00,2438,401,25.6,21.9,74.9,86.9
18-02-2023,02:15:00,2496,395,25.6,22,74.9,87.5
18-02-2023,02:30:00,2555,387,25.6,22.1,75,88.4
18-02-2023,02:45:00,2616,394,25.6,22.1,75,88.4
18-02-2023,03:00:00,2661,396,25.5,22,75,88
18-02-2023,03:15:00,2700,398,25.6,22,75,87.9
18-02-2023,03:30:00,2729,400,25.5,21.9,74.9,87.7
18-02-2023,03:45:00,2763,392,25.5,21.9,75,88.5
18-02-2023,04:00:00,2778,394,25.5,22,75.1,88.4
18-02-2023,04:15:00,2786,390,25.5,22,75.2,88.5
18-02-2023,04:30:00,2840,396,25.4,21.9,75.2,88.4
18-02-2023,04:45:00,2853,392,25.4,21.9,75.2,89
18-02-2023,05:00:00,2884,393,25.4,21.9,75.3,89.1
18-02-2023,05:15:00,2886,392,25.4,21.9,75.4,89.3
18-02-2023,05:30:00,2890,394,25.4,21.8,75.5,89.7
18-02-2023,05:45:00,2878,388,25.3,21.8,75.5,90.3
18-02-2023,06:00:00,2891,387,25.3,21.9,75.5,90.8
18-02-2023,06:15:00,2900,386,25.3,21.8,75.6,91.3
18-02-2023,06:30:00,2921,380,25.3,21.8,75.7,91.5
18-02-2023,06:45:00,2923,381,25.3,21.8,75.7,91.3
18-02-2023,07:00:00,2882,379,25.3,21.8,75.8,90.7
18-02-2023,07:15:00,2807,376,25.2,21.8,75.8,90.6
18-02-2023,07:30:00,2818,376,25.2,21.9,75.8,90.6
18-02-2023,07:45:00,2823,380,25.2,22,75.8,90.6
18-02-2023,08:00:00,2835,383,25.2,22.1,76,90.1
18-02-2023,08:15:00,2796,380,25.2,22.2,76,89.8
18-02-2023,08:30:00,2118,380,25.1,22.3,77.1,90
18-02-2023,08:45:00,1981,380,25.3,22.6,77.2,89.6
18-02-2023,09:00:00,1043,379,25.3,23,78,88.6
18-02-2023,09:15:00,628,371,25.2,23.2,79.8,86.8
18-02-2023,09:30:00,672,369,25.3,23.6,79.5,84.7
18-02-2023,09:45:00,701,374,25.3,24.1,79.5,82.3
18-02-2023,10:00:00,729,371,25.4,24.4,78.7,80
18-02-2023,10:15:00,730,371,25.5,24.7,78.3,77.1
18-02-2023,10:30:00,729,372,25.5,25.1,77.4,75.8
18-02-2023,10:45:00,741,371,25.5,25.2,77.1,74.5
18-02-2023,11:00:00,593,384,25.5,25.3,76,78.9
18-02-2023,11:15:00,532,384,25.5,25.2,75.5,79.4
18-02-2023,11:30:00,532,384,25.5,25.3,76,78.6
18-02-2023,11:45:00,524,385,25.5,25.5,76.1,77.7
18-02-2023,12:00:00,508,390,25.5,25.5,76.5,77.4
18-02-2023,12:15:00,481,392,25.6,25.5,76.4,76.8
18-02-2023,12:30:00,471,387,25.6,25.9,76.2,76.3
18-02-2023,12:45:00,474,392,25.6,26.1,76,75.1
18-02-2023,13:00:00,467,394,25.6,26.1,75.9,73.9
18-02-2023,13:15:00,466,391,25.7,26,75.5,74.6
18-02-2023,13:30:00,465,384,25.8,26.3,75.1,74.2
18-02-2023,13:45:00,460,388,25.8,26.5,74.8,72.6
18-02-2023,14:00:00,460,386,25.8,26.4,74.5,71.9
18-02-2023,14:15:00,452,380,26,26.7,74.3,70.9
18-02-2023,14:30:00,446,381,26,26.8,73.9,70.3
18-02-2023,14:45:00,446,381,26.1,27,73.5,69.4
18-02-2023,15:00:00,448,380,26.1,27,72.9,69.5
18-02-2023,15:15:00,443,378,26.2,27,72.4,69.1
18-02-2023,15:30:00,441,379,26.2,27,72.4,68.7
18-02-2023,15:45:00,448,375,26.2,27,72.3,69.3
18-02-2023,16:00:00,454,374,26.2,26.9,72.3,69.3
18-02-2023,16:15:00,483,371,26.2,26.7,72.5,69.4
18-02-2023,16:30:00,506,365,26.2,26.6,72.5,70.9
18-02-2023,16:45:00,555,363,26.2,26.4,72.8,71.9
18-02-2023,17:00:00,538,360,26.3,26.3,72.8,72.4
18-02-2023,17:15:00,540,362,26.2,26.1,73,73.6
18-02-2023,17:30:00,548,367,26.3,26,73,73.8
18-02-2023,17:45:00,559,367,26.3,25.8,73.1,74.4
18-02-2023,18:00:00,652,373,26.3,25.6,73.7,75.2
18-02-2023,18:15:00,668,376,26.3,25.5,73.5,75.9
18-02-2023,18:30:00,697,383,26.3,25.2,73.5,77
18-02-2023,18:45:00,729,377,26.3,25.2,73.7,77.5
18-02-2023,19:00:00,768,375,26.4,25,73.8,78
18-02-2023,19:15:00,797,376,26.4,24.9,73.8,78.7
18-02-2023,19:30:00,811,378,26.4,24.8,73.9,79.1
18-02-2023,19:45:00,935,386,26.4,24.7,74,79.4
18-02-2023,20:00:00,939,383,26.6,24.7,73.6,78.8
18-02-2023,20:15:00,890,378,26.5,24.6,73.8,78.1
18-02-2023,20:30:00,861,379,26.4,24.5,74.1,78
18-02-2023,20:45:00,804,381,26.4,24.4,74,78.6
18-02-2023,21:00:00,756,379,26.4,24.3,73.9,79.1
18-02-2023,21:15:00,731,380,26.4,24.2,74,79.3
18-02-2023,21:30:00,710,378,26.4,24.1,74.3,80.2
18-02-2023,21:45:00,690,380,26.4,24,74.2,80.9
18-02-2023,22:00:00,699,379,26.4,24,74,81.7
18-02-2023,22:15:00,710,379,26.3,23.9,74.3,82.2
18-02-2023,22:30:00,717,383,26.3,23.7,74.4,82.5
18-02-2023,22:45:00,735,385,26.3,23.6,74.5,83
18-02-2023,23:00:00,774,383,26.4,23.6,74.4,83.2
18-02-2023,23:15:00,790,386,26.3,23.5,74.4,83.5
18-02-2023,23:30:00,802,385,26.3,23.3,74.5,83.7
18-02-2023,23:45:00,798,388,26.3,23.3,74.5,83.6
19-02-2023,00:00:00,807,388,26.3,23.3,74.6,84.4
19-02-2023,00:15:00,804,386,26.3,23.2,74.8,84.6
19-02-2023,00:30:00,840,381,26.3,23.2,75.2,85
19-02-2023,00:45:00,788,379,26.2,23.2,75.3,85
19-02-2023,01:00:00,776,381,26.2,23.2,75.3,85.3
19-02-2023,01:15:00,749,384,26.2,23.1,75.5,85.5
19-02-2023,01:30:00,719,381,26.2,23,75.6,85.9
19-02-2023,01:45:00,703,383,26.2,23,75.7,86.1
19-02-2023,02:00:00,695,384,26.2,22.9,75.7,86.3
19-02-2023,02:15:00,672,385,26.2,22.9,75.7,86.8
19-02-2023,02:30:00,659,383,26.1,22.9,75.8,86.5
19-02-2023,02:45:00,651,382,26.1,22.9,75.9,86.8
19-02-2023,03:00:00,637,384,26.1,22.8,75.9,86.8
19-02-2023,03:15:00,630,385,26,22.7,75.9,87.1
19-02-2023,03:30:00,626,378,26,22.7,76,87.2
19-02-2023,03:45:00,614,379,26,22.7,76,87.4
19-02-2023,04:00:00,611,378,26,22.7,76.1,87.6
19-02-2023,04:15:00,605,378,25.9,22.8,76.1,87.7
19-02-2023,04:30:00,606,376,25.9,22.7,76.1,87.8
19-02-2023,04:45:00,604,380,25.9,22.7,76.2,87.8
19-02-2023,05:00:00,606,378,25.9,22.6,76.3,87.9
19-02-2023,05:15:00,596,381,25.9,22.6,76.3,87.8
19-02-2023,05:30:00,595,389,25.9,22.5,76.3,87.6
19-02-2023,05:45:00,597,383,25.8,22.4,76.3,87.7
19-02-2023,06:00:00,595,388,25.8,22.4,76.3,87.6
19-02-2023,06:15:00,589,389,25.8,22.4,76.2,87.7
19-02-2023,06:30:00,589,383,25.8,22.4,76.3,87.9
19-02-2023,06:45:00,589,385,25.7,22.4,76.3,88.2
19-02-2023,07:00:00,585,382,25.7,22.4,76.4,88.5
19-02-2023,07:15:00,587,382,25.7,22.5,76.4,88.7
19-02-2023,07:30:00,580,377,25.7,22.6,76.2,88.7
19-02-2023,07:45:00,576,375,25.6,22.7,76.2,88.4
19-02-2023,08:00:00,590,377,25.7,22.8,76.1,87.8
19-02-2023,08:15:00,541,380,25.6,23,76.5,86.7
19-02-2023,08:30:00,508,376,25.6,23.2,76.7,85.6
19-02-2023,08:45:00,480,370,25.5,23.4,78.6,83.7
19-02-2023,09:00:00,475,372,25.5,23.7,78.2,83.2
19-02-2023,09:15:00,458,373,25.6,24,77.5,80.5
19-02-2023,09:30:00,462,369,25.6,24.4,77,77
19-02-2023,09:45:00,453,372,25.6,24.7,76.3,75.6
19-02-2023,10:00:00,498,371,25.7,25.1,75.1,72.4
19-02-2023,10:15:00,479,374,25.7,25.4,74.4,71.3
19-02-2023,10:30:00,448,370,25.8,25.8,74,70.6
19-02-2023,10:45:00,442,369,25.8,26.1,72.5,69.5
